Semester,Gender,Term_Credit_Hours,Term_GPA,Total_Credit_Hours_Earned,Change_in_GPA,Day_of_Week,Course_Level,Expected_Graduation_Yr,Underclassman,Total_Visits,Major_Indicated,MATH,STAT,Exams_Approaching,Afternoon,Evening
Fall,MALE,15,1.5,28,-0.555,Thu,Graduate,2018,1,25,0,1,0,0,0,0
Fall,MALE,15,4,107,0.63,Thu,Introductory,2021,0,2,1,1,0,0,1,0
Fall,MALE,16,3.625,124,0.304,Thu,Advanced,2020,0,87,1,0,0,0,1,0
Fall,FEMALE,20,3.823,117,0.542,Thu,Intermediate,2018,0,13,0,0,0,0,1,0
Fall,FEMALE,27,3.333,167,-0.133,Thu,Introductory,2020,0,9,1,1,0,0,1,0
Fall,MALE,18,3.2,55,0.891,Thu,Intermediate,2020,1,25,1,0,0,0,1,0
Fall,MALE,12,3.5,141,0.899,Thu,Introductory,2018,0,19,0,1,0,0,1,0
Fall,MALE,18,3.25,120,0.474,Thu,Intermediate,2021,0,7,1,0,0,0,1,0
Fall,FEMALE,17,3.363,138,0.168,Thu,Graduate,2020,0,10,1,1,0,0,1,0
Fall,MALE,15,3.2,30,-0.133,Thu,Introductory,2018,1,55,0,0,0,0,1,0
Fall,MALE,13,3.076,129,0.037,Thu,Introductory,2020,0,66,1,0,0,0,1,0
Fall,MALE,18,3.2,156,0.238,Thu,Intermediate,2019,0,33,1,1,0,0,1,0
Fall,FEMALE,20,4,127,0,Thu,Intermediate,2020,0,3,1,0,0,0,1,0
Fall,FEMALE,7,4,150,0.731,Thu,Intermediate,2020,0,1,1,0,0,0,1,0
Fall,MALE,13,2.692,133,-0.347,Thu,Introductory,2020,0,95,1,0,0,0,1,0
Fall,FEMALE,20,2.615,82,0.033,Thu,Introductory,2021,0,3,1,1,0,0,1,0
Fall,FEMALE,13,3.25,126,-0.074,Thu,Intermediate,2019,0,23,1,0,0,0,1,0
Fall,FEMALE,16,3.538,114,0.058,Thu,Introductory,2021,0,8,1,0,0,0,1,0
Fall,FEMALE,13,2.615,25,0.135,Thu,Introductory,2018,1,10,0,0,0,0,1,0
Fall,FEMALE,14,4,125,0.16,Thu,Introductory,2019,0,9,1,0,0,0,1,0
Fall,FEMALE,12,2.555,135,-0.483,Thu,Introductory,2020,0,1,1,0,0,0,1,0
Fall,MALE,17,3.571,114,-0.165,Thu,Introductory,2021,0,25,1,0,0,0,1,0
Fall,FEMALE,15,4,137,0.05,Thu,Introductory,2021,0,6,1,1,0,0,1,0
Fall,MALE,15,3.333,112,-0.049,Thu,Graduate,2021,0,1,1,1,0,0,1,0
Fall,FEMALE,13,4,115,0.389,Thu,Introductory,2021,0,13,1,0,0,0,0,1
Fall,FEMALE,16,4,107,0.038,Thu,Introductory,2021,0,20,1,0,0,0,0,1
Fall,MALE,13,3.23,104,-0.138,Thu,Introductory,2021,0,11,1,1,0,0,0,1
Fall,FEMALE,14,4,122,0.15,Thu,Introductory,2018,0,5,0,0,0,0,0,1
Fall,MALE,14,2.818,144,-0.59,Thu,Introductory,2020,0,149,1,1,0,0,0,1
Fall,FEMALE,16,3.187,73,-0.041,Thu,Introductory,2021,0,1,1,0,0,0,0,1
Fall,FEMALE,14,4,154,0,Thu,Advanced,2021,0,13,1,0,0,0,0,1
Fall,MALE,15,2.933,146,-0.082,Thu,Introductory,2019,0,93,1,1,0,0,0,1
Fall,FEMALE,14,2.571,139,0.041,Thu,Advanced,2018,0,22,0,0,0,0,0,1
Fall,FEMALE,14,3.357,123,-0.026,Thu,Advanced,2018,0,9,0,0,0,0,0,1
Fall,MALE,16,3.461,129,0.29,Thu,Advanced,2018,0,2,0,0,0,0,0,1
Fall,FEMALE,17,3.764,129,-0.013,Thu,Introductory,2020,0,9,1,0,0,0,0,1
Fall,MALE,16,4,169,0.246,Thu,Advanced,2018,0,1,0,0,0,0,0,1
Fall,MALE,18,3.2,156,0.238,Thu,Intermediate,2019,0,33,1,1,0,0,0,1
Fall,FEMALE,13,3.333,138,0.576,Thu,Introductory,2020,0,12,1,0,0,0,0,1
Fall,FEMALE,16,0.812,159,-1.834,Thu,Advanced,2020,0,6,1,0,0,0,0,1
Fall,MALE,15,3.2,86,0.429,Thu,Introductory,2021,0,3,1,1,0,0,0,1
Fall,FEMALE,14,3.25,122,-0.221,Thu,Introductory,2019,0,16,1,1,0,0,0,1
Fall,FEMALE,17,3.588,9,-0.078,Thu,Advanced,2019,0,9,1,0,0,0,0,1
Fall,FEMALE,13,3.333,138,0.576,Thu,Introductory,2020,0,12,1,0,0,0,0,1
Fall,MALE,16,2.75,123,-0.141,Thu,Intermediate,2018,0,1,0,1,0,0,0,1
Fall,FEMALE,13,3.461,121,0.332,Thu,Introductory,2021,0,6,1,0,0,0,0,1
Fall,MALE,9,3.333,125,-0.011,Thu,Intermediate,2020,0,22,1,0,0,0,0,1
Fall,MALE,16,2.812,126,-0.171,Thu,Introductory,2021,0,6,1,1,0,0,0,1
Fall,MALE,16,3.437,134,-0.089,Thu,Introductory,2021,0,5,1,1,0,0,0,1
Fall,FEMALE,15,3,122,-0.025,Thu,Introductory,2020,0,8,1,1,0,0,0,1
Fall,FEMALE,16,4,107,0.038,Thu,Introductory,2021,0,20,1,1,0,0,0,1
Fall,FEMALE,15,3.666,124,-0.26,Thu,Introductory,2020,0,18,1,1,0,0,0,1
Fall,FEMALE,13,4,115,0.389,Thu,Introductory,2021,0,13,1,1,0,0,0,1
Fall,MALE,19,4,137,0.546,Fri,Graduate,2021,0,6,1,1,0,0,0,0
Fall,FEMALE,13,3,163,-0.297,Fri,Intermediate,2020,0,9,1,0,0,0,0,0
Fall,MALE,13,2.384,124,-0.731,Fri,Intermediate,2020,0,12,1,0,0,0,0,0
Fall,FEMALE,12,3.5,122,0.248,Fri,Introductory,2020,0,8,1,0,0,0,0,0
Fall,FEMALE,12,3,136,0.656,Fri,Graduate,2018,0,2,1,1,0,0,0,0
Fall,FEMALE,17,4,124,0,Fri,Introductory,2021,0,6,1,1,0,0,0,0
Fall,FEMALE,13,2.333,88,-0.353,Fri,Graduate,2021,0,11,1,1,0,0,0,0
Fall,FEMALE,22,3.5,122,-0.28,Fri,Introductory,2021,0,11,1,1,0,0,0,0
Fall,MALE,25,4,126,0.033,Fri,Introductory,2021,0,25,1,1,0,0,0,0
Fall,MALE,15,1.5,28,-0.555,Fri,Graduate,2018,1,25,0,1,0,0,0,0
Fall,FEMALE,18,1.25,87,-1.48,Fri,Intermediate,2018,0,12,0,0,0,0,1,0
Fall,MALE,15,2.933,129,-0.4,Fri,Introductory,2018,0,10,0,1,0,0,1,0
Fall,FEMALE,14,3.785,150,0.068,Fri,Introductory,2020,0,1,1,1,0,0,1,0
Fall,MALE,16,3.5,86,0.756,Fri,Graduate,2021,0,80,1,1,0,0,1,0
Fall,FEMALE,20,3.214,46,0.214,Fri,Graduate,2018,1,11,1,1,0,0,1,0
Fall,MALE,12,2,134,-0.701,Fri,Introductory,2020,0,30,1,1,0,0,1,0
Fall,MALE,16,3.076,89,0.24,Fri,Intermediate,2018,1,18,1,0,0,0,1,0
Fall,MALE,15,2.666,45,0.456,Fri,Graduate,2018,1,16,0,1,0,0,1,0
Fall,FEMALE,17,4,124,0,Fri,Introductory,2021,0,6,1,1,0,0,1,0
Fall,FEMALE,20,3.55,171,-0.45,Fri,Intermediate,2021,0,24,1,0,0,0,1,0
Fall,MALE,19,4,137,0.546,Fri,Graduate,2021,0,6,1,1,0,0,1,0
Fall,FEMALE,17,4,112,0.569,Fri,Introductory,2021,0,7,1,1,0,0,1,0
Fall,MALE,18,1.75,109,-1.009,Fri,Graduate,2021,0,12,1,1,0,0,1,0
Fall,MALE,15,2.666,45,0.456,Fri,Graduate,2018,1,16,0,1,0,0,1,0
Fall,MALE,12,2,134,-0.701,Fri,Introductory,2020,0,30,1,1,0,0,1,0
Fall,FEMALE,15,2.4,107,-0.885,Fri,Graduate,2021,0,58,1,1,0,0,1,0
Fall,FEMALE,16,4,122,0,Fri,Intermediate,2021,0,3,1,0,0,0,1,0
Fall,MALE,18,3.2,122,0.509,Fri,Intermediate,2020,0,1,1,0,0,0,1,0
Fall,FEMALE,11,2.909,128,-0.356,Fri,Intermediate,2019,0,22,1,0,0,0,1,0
Fall,MALE,16,3.625,124,0.304,Tue,Intermediate,2020,0,87,1,0,0,0,0,0
Fall,MALE,17,3.437,128,-0.151,Tue,Intermediate,2020,0,44,1,0,0,0,0,0
Fall,MALE,19,3.437,128,-0.117,Tue,Intermediate,2020,0,11,1,0,0,0,0,0
Fall,MALE,21,3,119,-0.105,Tue,Introductory,2020,0,20,1,1,0,0,0,0
Fall,MALE,19,2.153,133,-0.351,Tue,Intermediate,2018,0,23,0,0,0,0,0,0
Fall,MALE,17,3.181,124,-0.12,Tue,Intermediate,2018,0,10,0,0,0,0,0,0
Fall,FEMALE,15,3.333,130,-0.26,Tue,Intermediate,2019,0,8,1,0,0,0,0,0
Fall,FEMALE,15,4,148,0.5,Tue,Advanced,2018,0,7,0,0,0,0,0,0
Fall,MALE,12,2.615,108,-0.062,Tue,Advanced,2021,0,57,1,0,0,0,0,0
Fall,FEMALE,23,3.117,111,0.127,Tue,Introductory,2021,0,23,1,0,0,0,0,0
Fall,MALE,17,1.272,123,-0.842,Tue,Intermediate,2019,0,36,1,0,0,0,0,0
Fall,MALE,16,3.076,89,0.24,Tue,Intermediate,2018,1,18,1,0,0,0,0,0
Fall,MALE,17,3.142,131,-0.108,Tue,Intermediate,2019,0,34,1,0,0,0,0,0
Fall,MALE,25,4,126,0.033,Tue,Introductory,2021,0,25,1,1,0,0,0,0
Fall,FEMALE,14,2.928,141,-0.24,Tue,Intermediate,2019,0,28,1,0,0,0,0,0
Fall,FEMALE,12,3,136,0.656,Tue,Graduate,2018,0,2,1,1,0,0,0,0
Fall,FEMALE,16,2.615,127,-0.498,Tue,Intermediate,2019,0,16,1,0,0,0,0,0
Fall,FEMALE,11,3.5,133,0.528,Tue,Intermediate,2019,0,19,1,0,0,0,1,0
Fall,MALE,13,2.692,133,-0.347,Tue,Introductory,2020,0,95,1,0,0,0,1,0
Fall,MALE,15,3.2,146,0.798,Tue,Intermediate,2018,0,11,0,0,0,0,1,0
Fall,FEMALE,19,3.25,133,0.371,Tue,Intermediate,2018,0,59,0,0,0,0,1,0
Fall,FEMALE,16,3.625,126,-0.375,Tue,Intermediate,2021,0,11,1,0,0,0,1,0
Fall,MALE,17,3,127,-0.097,Tue,Advanced,2018,0,1,0,0,0,0,1,0
Fall,FEMALE,15,3,155,0.051,Tue,Advanced,2020,0,23,1,0,0,0,1,0
Fall,MALE,16,3.625,124,0.304,Tue,Intermediate,2020,0,87,1,0,0,0,1,0
Fall,FEMALE,9,3.333,125,0.583,Tue,Advanced,2018,0,1,0,0,0,0,1,0
Fall,MALE,15,1.777,24,0.162,Tue,Introductory,2018,1,46,1,1,0,0,1,0
Fall,MALE,18,1.75,109,-1.009,Tue,Intermediate,2021,0,12,1,0,0,0,1,0
Fall,MALE,15,3.111,110,0.606,Tue,Introductory,2021,0,53,1,1,0,0,1,0
Fall,FEMALE,16,4,123,0.134,Tue,Introductory,2018,0,30,0,1,0,0,1,0
Fall,MALE,13,2.692,133,-0.347,Tue,Advanced,2020,0,95,1,0,0,0,1,0
Fall,MALE,13,1.923,134,-0.733,Tue,Advanced,2018,0,18,0,0,0,0,1,0
Fall,FEMALE,16,1.437,77,-1.356,Tue,Advanced,2018,0,20,0,0,0,0,1,0
Fall,MALE,15,1.5,28,-0.555,Tue,Graduate,2018,1,25,0,1,0,0,1,0
Fall,MALE,15,3.4,109,0.146,Tue,Advanced,2018,0,1,0,0,0,0,1,0
Fall,MALE,23,3.647,126,-0.013,Tue,Intermediate,2020,0,23,1,0,0,0,1,0
Fall,FEMALE,17,4,127,0.056,Tue,Intermediate,2019,0,10,1,0,0,0,1,0
Fall,FEMALE,16,1.692,126,-1.11,Tue,Advanced,2018,0,1,0,0,0,0,1,0
Fall,MALE,19,3.062,132,-0.138,Tue,Intermediate,2018,0,20,0,0,0,0,1,0
Fall,MALE,16,3.437,136,0.251,Tue,Intermediate,2018,0,14,0,0,0,0,1,0
Fall,FEMALE,16,3.769,125,-0.231,Tue,Intermediate,2021,0,11,1,0,0,0,1,0
Fall,MALE,23,3.47,124,-0.093,Tue,Intermediate,2020,0,16,1,0,0,0,1,0
Fall,FEMALE,16,2.687,95,-0.499,Tue,Graduate,2021,0,4,1,1,0,0,1,0
Fall,MALE,18,3.555,129,-0.006,Tue,Intermediate,2019,0,9,1,1,0,0,1,0
Fall,MALE,13,2.384,126,-0.573,Tue,Intermediate,2020,0,7,1,0,0,0,1,0
Fall,MALE,17,4,145,0.03,Tue,Intermediate,2019,0,1,1,1,0,0,1,0
Fall,MALE,13,2.538,136,-0.182,Tue,Introductory,2020,0,19,1,1,0,0,1,0
Fall,FEMALE,16,2.875,125,0.222,Tue,Intermediate,2020,0,36,1,0,0,0,1,0
Fall,FEMALE,18,3.2,131,-0.466,Tue,Introductory,2021,0,11,1,0,0,0,1,0
Fall,MALE,18,3.8,134,0.3,Tue,Intermediate,2020,0,5,1,0,0,0,1,0
Fall,MALE,13,2.846,122,-0.163,Tue,Intermediate,2020,0,4,1,0,0,0,1,0
Fall,FEMALE,21,3.125,166,-0.501,Tue,Intermediate,2020,0,1,1,0,0,0,1,0
Fall,FEMALE,21,2.333,49,0.467,Tue,Introductory,2019,1,63,1,0,0,0,1,0
Fall,FEMALE,17,3.764,133,-0.086,Tue,Advanced,2020,0,58,1,0,0,0,1,0
Fall,FEMALE,15,2.4,125,-0.206,Tue,Introductory,2021,0,40,1,0,0,0,1,0
Fall,MALE,12,2.75,122,-0.25,Tue,Introductory,2018,0,3,0,0,0,0,1,0
Fall,FEMALE,19,3.307,122,0.154,Tue,Intermediate,2019,0,4,1,0,0,0,1,0
Fall,MALE,17,3.437,128,-0.151,Tue,Intermediate,2020,0,44,1,0,0,0,1,0
Fall,MALE,13,2.538,153,-0.166,Tue,Intermediate,2020,0,4,1,1,0,0,1,0
Fall,MALE,15,4,107,0.63,Tue,Introductory,2021,0,2,1,1,0,0,1,0
Fall,FEMALE,16,3.625,105,-0.092,Tue,Introductory,2021,0,5,1,0,0,0,1,0
Fall,MALE,15,1.777,24,0.162,Tue,Introductory,2018,1,46,1,0,0,0,1,0
Fall,MALE,12,3.75,163,1.202,Tue,Advanced,2018,0,1,0,0,0,0,1,0
Fall,FEMALE,20,3.421,146,-0.157,Tue,Intermediate,2018,0,14,0,1,0,0,1,0
Fall,FEMALE,20,2.928,144,-0.297,Tue,Intermediate,2018,0,17,0,0,0,0,1,0
Fall,MALE,10,3,104,0.228,Tue,Intermediate,2021,0,6,1,0,0,0,1,0
Fall,FEMALE,15,2.4,107,-0.885,Tue,Introductory,2021,0,58,1,0,0,0,1,0
Fall,FEMALE,16,2.875,125,0.222,Tue,Intermediate,2020,0,36,1,0,0,0,1,0
Fall,MALE,14,2.818,144,-0.59,Tue,Introductory,2020,0,149,1,1,0,0,1,0
Fall,MALE,17,3.181,124,-0.12,Tue,Intermediate,2018,0,10,0,0,0,0,0,1
Fall,MALE,15,3,132,0.087,Tue,Intermediate,2020,0,4,1,0,0,0,0,1
Fall,MALE,13,2.8,25,-0.15,Tue,Graduate,2018,1,7,1,1,0,0,0,1
Fall,MALE,12,2.75,162,-0.267,Tue,Introductory,2021,0,3,1,1,0,0,0,1
Fall,MALE,15,2.933,146,-0.082,Tue,Introductory,2019,0,93,1,1,0,0,0,1
Fall,MALE,25,4,126,0.033,Tue,Introductory,2021,0,25,1,1,0,0,0,1
Fall,MALE,12,2,141,-0.629,Tue,Introductory,2019,0,17,1,1,0,0,0,1
Fall,MALE,15,2.666,45,0.456,Tue,Graduate,2018,1,16,0,1,0,0,0,1
Fall,MALE,13,3.076,129,0.037,Tue,Introductory,2020,0,66,1,0,0,0,0,1
Fall,MALE,19,3.684,162,-0.258,Tue,Advanced,2018,0,5,0,0,0,0,0,1
Fall,FEMALE,11,2.818,126,-0.657,Tue,Advanced,2018,0,7,0,0,0,0,0,1
Fall,FEMALE,13,3.153,122,-0.504,Tue,Advanced,2020,0,12,1,0,0,0,0,1
Fall,FEMALE,18,3.8,199,-0.125,Tue,Advanced,2018,0,20,0,0,0,0,0,1
Fall,FEMALE,16,2.625,150,-1.375,Tue,Advanced,2021,0,6,1,0,0,0,0,1
Fall,FEMALE,18,3.6,133,-0.16,Tue,Advanced,2020,0,36,1,0,0,0,0,1
Fall,FEMALE,15,3.571,162,0.146,Tue,Intermediate,2018,0,5,0,0,0,0,0,1
Fall,FEMALE,20,3.235,126,0.015,Tue,Advanced,2018,0,7,0,0,0,0,0,1
Fall,MALE,16,2.75,122,-0.25,Tue,Advanced,2018,0,10,0,0,0,0,0,1
Fall,FEMALE,17,3.785,145,0.007,Tue,Introductory,2021,0,1,1,0,0,0,0,1
Fall,FEMALE,16,4,124,0.122,Tue,Introductory,2021,0,4,1,0,0,0,0,1
Fall,FEMALE,15,3.933,127,-0.03,Tue,Intermediate,2020,0,1,1,0,0,0,0,1
Fall,FEMALE,10,3.25,148,0.379,Tue,Graduate,2018,0,3,0,1,0,0,0,1
Fall,MALE,12,2.75,155,0.57,Tue,Introductory,2020,0,38,1,1,0,0,0,1
Fall,FEMALE,16,4,123,0.134,Tue,Introductory,2018,0,30,0,1,0,0,0,1
Fall,FEMALE,12,3.5,28,0.332,Tue,Advanced,2018,0,19,0,1,0,0,0,1
Fall,FEMALE,16,4,157,0,Tue,Advanced,2019,0,43,1,0,0,0,0,1
Fall,FEMALE,14,3.214,122,-0.406,Tue,Advanced,2020,0,31,1,0,0,0,0,1
Fall,FEMALE,16,4,24,0,Tue,Advanced,2021,0,2,1,0,0,0,0,1
Fall,MALE,19,4,137,0.546,Tue,Graduate,2021,0,6,1,1,0,0,0,1
Fall,MALE,18,3.6,122,0.222,Tue,Intermediate,2020,0,10,1,0,0,0,0,1
Fall,FEMALE,15,2.4,125,-0.206,Tue,Introductory,2021,0,40,1,0,0,0,0,1
Fall,MALE,16,2.875,123,-0.245,Tue,Intermediate,2018,0,3,0,0,0,0,0,1
Fall,MALE,15,3.111,110,0.606,Tue,Introductory,2021,0,53,1,1,0,0,0,1
Fall,FEMALE,14,4,125,0.16,Tue,Introductory,2019,0,9,1,1,0,0,0,1
Fall,MALE,16,4,107,0.263,Tue,Introductory,2021,0,19,1,1,0,0,0,1
Fall,FEMALE,18,3.6,133,-0.16,Tue,Intermediate,2020,0,36,1,1,0,0,0,1
Fall,FEMALE,16,2.625,150,-1.375,Tue,Intermediate,2021,0,6,1,1,0,0,0,1
Fall,MALE,18,3.166,133,0.072,Tue,Intermediate,2018,0,26,0,1,0,0,0,1
Fall,MALE,16,4,107,0.263,Tue,Introductory,2021,0,19,1,1,0,0,0,1
Fall,MALE,12,2,108,-0.888,Tue,Introductory,2021,0,37,1,1,0,0,0,1
Fall,MALE,5,0,193,-2.054,Wed,Intermediate,2018,0,24,0,0,0,0,0,0
Fall,FEMALE,23,2.928,69,-0.112,Wed,Introductory,2018,1,3,1,0,0,0,0,0
Fall,MALE,15,2.666,45,0.456,Wed,Graduate,2018,1,16,0,1,0,0,0,0
Fall,MALE,18,4,130,0.115,Wed,Introductory,2020,0,24,1,1,0,0,0,0
Fall,FEMALE,17,3.642,122,0.082,Wed,Introductory,2020,0,21,1,1,0,0,0,0
Fall,MALE,18,2.5,111,-0.178,Wed,Intermediate,2021,0,26,1,0,0,0,0,0
Fall,FEMALE,16,3.812,130,0.078,Wed,Advanced,2018,0,17,0,1,0,0,0,0
Fall,MALE,20,1.85,135,-0.316,Wed,Introductory,2018,0,18,0,1,0,0,0,0
Fall,FEMALE,14,3.357,142,-0.331,Wed,Intermediate,2019,0,44,1,0,0,0,0,0
Fall,MALE,18,3.47,114,-0.215,Wed,Introductory,2021,0,67,1,1,0,0,0,0
Fall,MALE,19,3.437,0,0.12,Wed,Intermediate,2018,0,15,1,0,0,0,1,0
Fall,FEMALE,21,2.687,145,-1.087,Wed,Introductory,2021,0,22,1,1,0,0,1,0
Fall,FEMALE,20,4,123,0.112,Wed,Intermediate,2021,0,110,1,1,0,0,1,0
Fall,MALE,21,3,119,-0.105,Wed,Intermediate,2020,0,20,1,0,0,0,1,0
Fall,MALE,13,1.846,25,-0.364,Wed,Intermediate,2018,1,1,1,0,0,0,1,0
Fall,FEMALE,12,3.714,142,1.314,Wed,Intermediate,2018,0,4,0,0,0,0,1,0
Fall,FEMALE,21,2.333,49,0.467,Wed,Graduate,2019,1,63,1,1,0,0,1,0
Fall,FEMALE,20,3.538,114,0.145,Wed,Intermediate,2021,0,1,1,0,0,0,1,0
Fall,MALE,16,3.5,86,0.756,Wed,Introductory,2021,0,80,1,0,0,0,1,0
Fall,FEMALE,18,3.666,133,0.782,Wed,Introductory,2018,0,24,0,1,0,0,1,0
Fall,FEMALE,16,2.823,136,0.071,Wed,Introductory,2018,0,53,1,1,0,0,1,0
Fall,MALE,17,3.058,128,0.207,Wed,Graduate,2020,0,2,1,1,0,0,1,0
Fall,FEMALE,18,3.5,128,0.153,Wed,Introductory,2020,0,10,1,1,0,0,1,0
Fall,FEMALE,16,4,126,0.125,Wed,Intermediate,2019,0,12,1,0,0,0,1,0
Fall,FEMALE,16,3.375,126,0.011,Wed,Intermediate,2020,0,1,1,0,0,0,1,0
Fall,FEMALE,14,4,154,0,Wed,Advanced,2021,0,13,1,0,0,0,1,0
Fall,MALE,12,2.5,145,-0.884,Wed,Intermediate,2020,0,40,1,1,0,0,1,0
Fall,MALE,2,4,53,0.958,Wed,Graduate,2020,0,18,1,1,0,0,1,0
Fall,MALE,14,2.818,144,-0.59,Wed,Introductory,2020,0,149,1,1,0,0,1,0
Fall,MALE,16,3.538,126,0.345,Wed,Intermediate,2020,0,9,1,0,0,0,1,0
Fall,FEMALE,20,4,123,0.112,Wed,Introductory,2021,0,110,1,0,0,0,1,0
Fall,MALE,16,3.625,137,0.068,Wed,Advanced,2018,0,19,0,0,0,0,1,0
Fall,MALE,15,3.333,110,-0.229,Wed,Introductory,2021,0,39,1,1,0,0,1,0
Fall,MALE,13,1.5,78,-0.201,Wed,Graduate,2018,0,36,0,1,0,0,1,0
Fall,MALE,3,4,138,0.114,Wed,Introductory,2021,0,23,1,0,0,0,1,0
Fall,FEMALE,18,3.055,126,-0.05,Wed,Introductory,2018,0,2,0,1,0,0,1,0
Fall,FEMALE,18,4,141,0.101,Wed,Introductory,2021,0,6,1,1,0,0,1,0
Fall,MALE,15,2,137,-0.396,Wed,Intermediate,2018,0,10,0,0,0,0,1,0
Fall,FEMALE,21,2.333,66,-1.21,Wed,Intermediate,2018,1,11,0,0,0,0,1,0
Fall,FEMALE,12,3.25,134,-0.221,Wed,Introductory,2021,0,13,1,1,0,0,1,0
Fall,MALE,9,3.333,125,-0.011,Wed,Intermediate,2020,0,22,1,0,0,0,1,0
Fall,FEMALE,16,3.625,126,-0.267,Wed,Intermediate,2020,0,11,1,0,0,0,1,0
Fall,MALE,16,3.5,86,0.756,Wed,Introductory,2021,0,80,1,0,0,0,1,0
Fall,MALE,18,4,130,0.115,Wed,Introductory,2020,0,24,1,1,0,0,1,0
Fall,MALE,14,1.6,107,-1.162,Wed,Introductory,2021,0,46,1,0,0,0,1,0
Fall,MALE,19,2.153,133,-0.351,Wed,Intermediate,2018,0,23,0,0,0,0,1,0
Fall,MALE,17,3.181,124,-0.12,Wed,Intermediate,2018,0,10,0,0,0,0,1,0
Fall,MALE,18,3.333,128,0.385,Wed,Introductory,2018,0,7,0,1,0,0,1,0
Fall,FEMALE,13,3.23,167,-0.383,Wed,Advanced,2018,0,2,0,0,0,0,1,0
Fall,FEMALE,20,3.235,126,0.015,Wed,Advanced,2018,0,7,0,0,0,0,1,0
Fall,MALE,16,2.75,122,-0.25,Wed,Advanced,2018,0,10,0,0,0,0,1,0
Fall,FEMALE,18,3.8,199,-0.125,Wed,Advanced,2018,0,20,0,0,0,0,1,0
Fall,MALE,14,3.142,179,-0.133,Wed,Advanced,2019,0,27,1,0,0,0,1,0
Fall,FEMALE,18,3.666,136,0.035,Wed,Advanced,2018,0,9,0,0,0,0,1,0
Fall,MALE,17,3.823,128,0.132,Wed,Advanced,2018,0,35,0,0,0,0,1,0
Fall,FEMALE,11,3,131,-0.505,Wed,Advanced,2018,0,26,0,0,0,0,1,0
Fall,FEMALE,10,3.7,97,0.26,Wed,Introductory,2021,0,4,1,1,0,0,1,0
Fall,MALE,15,2.933,146,-0.082,Wed,Introductory,2019,0,93,1,1,0,0,1,0
Fall,FEMALE,16,1.666,64,-0.94,Wed,Introductory,2020,1,3,1,0,0,0,1,0
Fall,FEMALE,20,4,123,0.112,Wed,Introductory,2021,0,110,1,0,0,0,1,0
Fall,MALE,15,3.75,126,0,Wed,Intermediate,2021,0,10,1,0,0,0,1,0
Fall,FEMALE,15,2.6,123,-0.502,Wed,Intermediate,2020,0,14,1,0,0,0,1,0
Fall,MALE,17,3.142,131,-0.108,Wed,Intermediate,2019,0,34,1,0,0,0,1,0
Fall,FEMALE,18,3.666,133,0.782,Wed,Intermediate,2018,0,24,0,0,0,0,1,0
Fall,MALE,16,2.812,124,0.058,Wed,Intermediate,2020,0,12,1,0,0,0,1,0
Fall,FEMALE,16,3.7,122,-0.3,Wed,Intermediate,2021,0,21,1,0,0,0,1,0
Fall,FEMALE,15,3.2,122,0.044,Wed,Intermediate,2018,0,13,0,0,0,0,1,0
Fall,FEMALE,14,3.357,142,-0.331,Wed,Intermediate,2019,0,44,1,0,0,0,1,0
Fall,MALE,16,2.875,124,-0.091,Wed,Intermediate,2020,0,9,1,0,0,0,1,0
Fall,MALE,14,3.363,126,-0.201,Wed,Advanced,2018,0,15,0,0,0,0,1,0
Fall,MALE,14,3.75,95,-0.103,Wed,Introductory,2021,0,1,1,1,0,0,1,0
Fall,FEMALE,13,3.769,124,-0.091,Wed,Advanced,2018,0,1,0,0,0,0,1,0
Fall,FEMALE,19,3.25,133,0.371,Wed,Intermediate,2018,0,59,0,0,0,0,1,0
Fall,FEMALE,13,3.25,126,-0.074,Wed,Intermediate,2019,0,23,1,0,0,0,1,0
Fall,MALE,16,3.333,127,0.042,Wed,Intermediate,2018,0,10,1,0,0,0,1,0
Fall,FEMALE,15,2.4,107,-0.885,Wed,Introductory,2021,0,58,1,0,0,0,1,0
Fall,MALE,12,3.23,125,0.317,Wed,Intermediate,2019,0,8,1,0,0,0,1,0
Fall,MALE,12,2.666,127,0.061,Wed,Advanced,2018,0,1,0,0,0,0,1,0
Fall,MALE,17,2.428,137,-0.294,Wed,Introductory,2018,0,63,0,0,0,0,1,0
Fall,MALE,16,2.312,129,-0.405,Wed,Intermediate,2018,0,6,0,0,0,0,1,0
Fall,MALE,16,3.812,122,0.132,Wed,Intermediate,2019,0,32,1,0,0,0,1,0
Fall,MALE,16,2.687,128,0.001,Wed,Intermediate,2018,0,2,0,0,0,0,1,0
Fall,MALE,13,4,123,0.115,Wed,Advanced,2019,0,9,1,0,0,0,0,1
Fall,MALE,17,3.47,123,-0.012,Wed,Advanced,2018,0,7,0,0,0,0,0,1
Fall,FEMALE,10,3.625,70,-0.022,Wed,Introductory,2018,1,8,1,1,0,0,0,1
Fall,FEMALE,13,1.692,0,-1.208,Wed,Advanced,2018,0,3,1,0,0,0,0,1
Fall,FEMALE,17,3,9,0.334,Wed,Introductory,2021,0,4,1,1,0,0,0,1
Fall,FEMALE,13,2.3,27,-1.477,Wed,Advanced,2021,0,2,1,0,0,0,0,1
Fall,FEMALE,14,3.357,142,-0.331,Wed,Intermediate,2019,0,44,1,0,0,0,0,1
Fall,MALE,16,3.6,123,0.03,Wed,Intermediate,2020,0,59,1,0,0,0,0,1
