Semester,Semester_Week,Duration_In_Min,Gender,Term_Credit_Hours,Term_GPA,Total_Credit_Hours_Earned,Change_in_GPA,Day_of_Week,Month,Hour_of_Day,Course_Level,Class_Standing_BGSU,Expected_Graduation_Yr,Underclassman,Major_Indicated,MATH,STAT
Fall 2016,2,116,FEMALE,15,3.666,125,-0.015,Thu,Sep,13,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2016,2,131,MALE,3,0,136,-3.186,Thu,Sep,13,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2016,2,67,FEMALE,15,3.2,125,-0.141,Thu,Sep,13,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2016,2,21,FEMALE,15,4,137,0,Thu,Sep,13,Intermediate,Extended,2018,0,TRUE,FALSE,TRUE
Fall 2016,2,113,FEMALE,15,3.8,148.27,0.04,Thu,Sep,13,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2016,2,90,FEMALE,12,2.666,143,-0.799,Thu,Sep,13,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Fall 2016,2,24,MALE,18,3.833,138,0.659,Thu,Sep,13,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2016,2,10,FEMALE,17,3.571,147,-0.061,Thu,Sep,14,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Fall 2016,2,129,FEMALE,19,3.176,133,-0.525,Thu,Sep,14,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2016,2,15,MALE,15,3.6,122,-0.08,Thu,Sep,14,Intermediate,Extended,2019,0,FALSE,FALSE,FALSE
Fall 2016,2,128,MALE,21,2.266,25,0.984,Thu,Sep,14,Introductory,Freshman,2018,1,TRUE,TRUE,FALSE
Fall 2016,2,42,MALE,16,3.3,27,0.509,Thu,Sep,14,Introductory,Freshman,2017,1,TRUE,TRUE,FALSE
Fall 2016,2,71,MALE,0,0,143,-3.117,Thu,Sep,14,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2016,2,20,MALE,18,4,139,0.054,Thu,Sep,15,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2016,2,32,MALE,16,3.437,123,0.446,Thu,Sep,15,Introductory,Extended,2019,0,FALSE,TRUE,FALSE
Fall 2016,2,90,FEMALE,19,3.769,123,0.103,Thu,Sep,15,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2016,2,124,FEMALE,18,3.666,134,-0.245,Thu,Sep,15,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2016,2,93,FEMALE,13,3.23,35,0.162,Thu,Sep,15,Introductory,Sophomore,2017,1,TRUE,TRUE,FALSE
Fall 2016,2,124,FEMALE,14,4,176,0.375,Thu,Sep,15,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2016,2,80,FEMALE,16,3.062,128,-0.139,Thu,Sep,15,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2016,2,93,MALE,17,2.647,122,-0.268,Thu,Sep,15,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2016,2,7,FEMALE,13,2.769,125,-0.695,Thu,Sep,15,Introductory,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2016,2,118,MALE,13,3,125,0.385,Thu,Sep,15,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2016,2,110,FEMALE,18,4,127,0,Thu,Sep,15,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Fall 2016,2,71,FEMALE,17,3.117,124,-0.883,Thu,Sep,16,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Fall 2016,2,59,FEMALE,17,2.764,132,-0.262,Thu,Sep,16,Advanced,Extended,2021,0,FALSE,TRUE,FALSE
Fall 2016,2,60,FEMALE,13,2.1,59,-0.5,Thu,Sep,16,Advanced,Sophomore,2018,1,FALSE,TRUE,FALSE
Fall 2016,2,90,FEMALE,12,3.166,125,0.219,Thu,Sep,16,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2016,2,9,FEMALE,10,1.4,141,-0.85,Thu,Sep,16,Advanced,Extended,2021,0,FALSE,FALSE,FALSE
Fall 2016,2,43,MALE,16,3.812,122,0.039,Thu,Sep,16,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2016,2,60,MALE,16,3.625,140,-0.144,Thu,Sep,16,Introductory,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2016,2,102,MALE,14,3,138,0.301,Thu,Sep,16,Introductory,Extended,2019,0,FALSE,TRUE,FALSE
Fall 2016,2,106,MALE,16,3.437,123,0.104,Thu,Sep,16,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2016,2,81,MALE,16,3.25,122,0.406,Thu,Sep,16,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2016,2,52,MALE,16,3.769,107,0.15,Thu,Sep,16,Introductory,Senior,2021,0,FALSE,TRUE,FALSE
Fall 2016,2,80,MALE,16,3.076,123,-0.041,Thu,Sep,16,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2016,2,49,FEMALE,12,3.666,139,0.462,Thu,Sep,16,Intermediate,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2016,2,155,FEMALE,20,4,41,0.084,Thu,Sep,17,Introductory,Sophomore,2017,1,TRUE,TRUE,FALSE
Fall 2016,2,95,MALE,16,3.625,125,0.158,Thu,Sep,17,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2016,2,34,FEMALE,12,2.666,143,-0.799,Thu,Sep,17,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Fall 2016,2,125,MALE,10,2.333,139,-0.591,Thu,Sep,17,Intermediate,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2016,2,140,MALE,18,3.666,159,-0.07,Thu,Sep,17,Introductory,Extended,2019,0,FALSE,TRUE,FALSE
Fall 2016,2,165,MALE,13,3.769,128,0.181,Thu,Sep,17,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2016,2,51,MALE,15,2.75,147,0.422,Thu,Sep,18,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2016,2,44,MALE,16,3.187,119,0.497,Thu,Sep,18,Introductory,Senior,2017,0,TRUE,TRUE,FALSE
Fall 2016,2,155,FEMALE,16,2.875,134,-0.303,Thu,Sep,18,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2016,2,152,MALE,16,2.687,138,-0.335,Thu,Sep,18,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2016,2,39,MALE,17,3.117,132,0.204,Thu,Sep,18,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2016,2,90,FEMALE,17,4,39,0,Thu,Sep,18,Introductory,Sophomore,2021,0,FALSE,TRUE,FALSE
Fall 2016,2,73,FEMALE,15,3.2,126,-0.124,Thu,Sep,19,Introductory,Extended,2019,0,FALSE,TRUE,FALSE
Fall 2016,2,9,MALE,11,2.6,162,-0.417,Thu,Sep,19,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Fall 2016,2,120,FEMALE,16,3.375,122,-0.178,Thu,Sep,19,Introductory,Extended,2019,0,FALSE,TRUE,FALSE
Fall 2016,2,148,MALE,12,2.666,133,0.03,Thu,Sep,19,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2016,2,94,MALE,18,3.333,122,0.045,Thu,Sep,19,Introductory,Extended,2019,0,FALSE,TRUE,FALSE
Fall 2016,2,82,MALE,16,4,124.5,0.888,Thu,Sep,19,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2016,2,67,MALE,16,3.812,127,0.5,Thu,Sep,19,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2016,2,92,MALE,13,3.538,122,0.16,Thu,Sep,19,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2016,2,95,MALE,15,2.25,124,-0.572,Thu,Sep,19,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2016,2,133,MALE,13,3.1,163,0.991,Thu,Sep,19,Introductory,Extended,2017,0,TRUE,TRUE,FALSE
Fall 2016,2,85,FEMALE,16,3.25,123,-0.301,Thu,Sep,19,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2016,2,129,FEMALE,16,3.062,128,-0.139,Thu,Sep,19,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2016,2,51,MALE,14,2.214,122,-1.411,Thu,Sep,19,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Fall 2016,2,48,MALE,13,3.461,140,0.008,Thu,Sep,19,Introductory,Extended,2019,0,FALSE,TRUE,FALSE
Fall 2016,2,112,FEMALE,17,2.823,0,-0.045,Thu,Sep,20,Introductory,Freshman,2018,0,FALSE,TRUE,FALSE
Fall 2016,2,84,FEMALE,16,3.769,129,0.192,Thu,Sep,20,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2016,2,115,FEMALE,13,3.307,150,-0.353,Thu,Sep,20,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2016,2,41,MALE,16,4,122,0,Thu,Sep,20,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2016,2,61,MALE,12,3.25,154,-0.04,Thu,Sep,20,Introductory,Extended,2017,0,TRUE,TRUE,FALSE
Fall 2016,2,79,FEMALE,16,2.875,123,0.217,Thu,Sep,20,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2016,2,36,MALE,16,3.076,63,0.112,Thu,Sep,20,Introductory,Junior,2017,0,TRUE,TRUE,FALSE
Fall 2016,2,36,FEMALE,17,3.47,145,0.579,Thu,Sep,21,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2016,2,148,MALE,17,3.647,132,-0.122,Fri,Sep,8,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2016,2,59,FEMALE,17,4,142,0.189,Fri,Sep,8,Introductory,Extended,2018,0,FALSE,TRUE,FALSE
Fall 2016,2,50,FEMALE,16,2.916,79,-0.008,Fri,Sep,9,Introductory,Junior,2018,0,TRUE,TRUE,FALSE
Fall 2016,2,66,FEMALE,6,2.5,105,-0.765,Fri,Sep,9,Intermediate,Senior,2017,0,TRUE,FALSE,TRUE
Fall 2016,2,59,FEMALE,15,3.733,130,0.389,Fri,Sep,9,Introductory,Extended,2019,0,FALSE,TRUE,FALSE
Fall 2016,2,142,MALE,9,3,55,0.674,Fri,Sep,9,Introductory,Sophomore,2017,1,TRUE,TRUE,FALSE
Fall 2016,2,118,MALE,16,3.692,122,0.362,Fri,Sep,10,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2016,2,118,MALE,17,2.882,126,0.032,Fri,Sep,10,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2016,2,63,MALE,16,2.384,134,-0.43,Fri,Sep,10,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2016,2,33,MALE,12,2.25,136,-0.47,Fri,Sep,11,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2016,2,93,MALE,16,4,121,0.954,Fri,Sep,11,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Fall 2016,2,22,MALE,12,2.666,133,0.03,Fri,Sep,11,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2016,2,11,FEMALE,16,4,132,0.083,Fri,Sep,11,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2016,2,34,MALE,15,2.466,30,-0.126,Fri,Sep,11,Introductory,Sophomore,2017,1,TRUE,TRUE,FALSE
Fall 2016,2,46,FEMALE,16,3.25,130,-0.343,Fri,Sep,11,Introductory,Extended,2019,0,FALSE,TRUE,FALSE
Fall 2016,2,20,MALE,13,3.769,128,0.181,Fri,Sep,11,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2016,2,122,MALE,12,2.75,136,0.012,Fri,Sep,11,Introductory,Extended,2017,0,TRUE,TRUE,FALSE
Fall 2016,2,122,MALE,18,2.333,155,-0.05,Fri,Sep,11,Introductory,Extended,2017,0,TRUE,TRUE,FALSE
Fall 2016,2,60,MALE,15,3.666,123,0.096,Fri,Sep,11,Introductory,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2016,2,117,MALE,14,2.428,145,-0.289,Fri,Sep,12,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2016,2,42,MALE,17,2.294,139,-0.083,Fri,Sep,12,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2016,2,65,FEMALE,13,3,164,-0.346,Fri,Sep,12,Intermediate,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2016,2,63,FEMALE,13,2.1,126,-0.722,Fri,Sep,12,Introductory,Extended,2019,0,FALSE,TRUE,FALSE
Fall 2016,2,22,FEMALE,17,3.571,147,-0.061,Fri,Sep,13,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Fall 2016,2,74,MALE,17,2.705,124,-0.261,Fri,Sep,13,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2016,2,128,MALE,12,2.25,136,-0.47,Fri,Sep,14,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2016,2,56,MALE,18,3.6,133,0.585,Fri,Sep,14,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2016,2,87,MALE,13,4,145,0.616,Fri,Sep,14,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2016,2,38,MALE,16,3.187,119,0.497,Fri,Sep,14,Introductory,Senior,2017,0,TRUE,TRUE,FALSE
Fall 2016,2,71,MALE,14,3.2,131,0.245,Fri,Sep,15,Intermediate,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2016,2,53,MALE,16,2.8,109,0.041,Fri,Sep,15,Advanced,Senior,2021,0,FALSE,TRUE,FALSE
Fall 2016,3,67,MALE,17,3.823,124,0.502,Tue,Sep,8,Intermediate,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2016,3,61,MALE,13,2.846,104,0.321,Tue,Sep,9,Introductory,Senior,2021,0,FALSE,FALSE,FALSE
Fall 2016,3,102,MALE,17,3.529,145,-0.232,Tue,Sep,9,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2016,3,16,FEMALE,13,3.538,131,-0.128,Tue,Sep,9,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Fall 2016,3,42,FEMALE,18,3.2,133,0.209,Tue,Sep,10,Introductory,Extended,2019,0,FALSE,TRUE,FALSE
Fall 2016,3,50,MALE,10,3.4,145,0.857,Tue,Sep,10,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2016,3,36,FEMALE,15,3.666,133,-0.046,Tue,Sep,10,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2016,3,35,MALE,18,3.666,159,-0.07,Tue,Sep,10,Introductory,Extended,2019,0,FALSE,TRUE,FALSE
Fall 2016,3,97,MALE,13,2.076,146,-0.524,Tue,Sep,10,Intermediate,Extended,2018,0,TRUE,FALSE,TRUE
Fall 2016,3,79,FEMALE,16,3.812,132,0.135,Tue,Sep,10,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2016,3,42,FEMALE,15,3.666,125,-0.015,Tue,Sep,10,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2016,3,139,MALE,12,2.25,136,-0.47,Tue,Sep,10,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2016,3,110,FEMALE,16,3.812,69,-0.078,Tue,Sep,10,Introductory,Junior,2018,1,TRUE,TRUE,FALSE
Fall 2016,3,82,FEMALE,16,2.875,28,0.087,Tue,Sep,10,Introductory,Freshman,2018,0,TRUE,TRUE,FALSE
Fall 2016,3,71,MALE,13,4,145,0.616,Tue,Sep,10,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2016,3,156,MALE,16,3.8,139,0.207,Tue,Sep,10,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2016,3,68,FEMALE,17,2.823,0,-0.045,Tue,Sep,11,Introductory,Freshman,2018,0,FALSE,TRUE,FALSE
Fall 2016,3,113,MALE,16,3.769,125,-0.231,Tue,Sep,11,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Fall 2016,3,97,MALE,16,2.875,0,-0.442,Tue,Sep,11,Introductory,Freshman,2018,0,FALSE,TRUE,FALSE
Fall 2016,3,94,MALE,16,3.625,125,0.158,Tue,Sep,11,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2016,3,95,MALE,16,3.076,128,0.39,Tue,Sep,11,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2016,3,33,FEMALE,16,4,132,0.083,Tue,Sep,11,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2016,3,82,MALE,18,3.666,159,-0.07,Tue,Sep,11,Introductory,Extended,2019,0,FALSE,TRUE,FALSE
Fall 2016,3,135,FEMALE,14,2.545,125,-0.318,Tue,Sep,11,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2016,3,69,FEMALE,15,3.8,123,-0.066,Tue,Sep,11,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2016,3,84,MALE,17,3.647,123,0.36,Tue,Sep,11,Introductory,Extended,2019,0,FALSE,TRUE,FALSE
Fall 2016,3,90,FEMALE,15,3.8,148.27,0.04,Tue,Sep,11,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2016,3,40,FEMALE,16,3.25,127,0.009,Tue,Sep,11,Advanced,Extended,2017,0,TRUE,FALSE,FALSE
Fall 2016,3,54,MALE,6,4,134,0.577,Tue,Sep,12,Intermediate,Extended,2017,0,TRUE,FALSE,TRUE
Fall 2016,3,105,MALE,19,3.812,126,-0.074,Tue,Sep,12,Introductory,Extended,2019,0,FALSE,FALSE,FALSE
Fall 2016,3,24,FEMALE,16,3.062,131,-0.091,Tue,Sep,12,Intermediate,Extended,2018,0,TRUE,FALSE,TRUE
Fall 2016,3,64,MALE,16,3.384,135,-0.096,Tue,Sep,12,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2016,3,62,FEMALE,14,3,122,0,Tue,Sep,12,Intermediate,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2016,3,86,FEMALE,17,4,147,0.094,Tue,Sep,12,Introductory,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2016,3,67,FEMALE,12,3,130,-0.15,Tue,Sep,13,Intermediate,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2016,3,52,MALE,15,4,147,0.07,Tue,Sep,13,Introductory,Extended,2019,0,FALSE,TRUE,FALSE
Fall 2016,3,23,FEMALE,17,4,150,0,Tue,Sep,13,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2016,3,135,FEMALE,15,3.2,125,-0.141,Tue,Sep,13,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2016,3,135,MALE,3,0,136,-3.186,Tue,Sep,13,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2016,3,134,FEMALE,16,2.875,134,-0.303,Tue,Sep,13,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2016,3,134,FEMALE,16,3.076,124,-0.471,Tue,Sep,13,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2016,3,45,MALE,16,2.687,138,-0.335,Tue,Sep,13,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2016,3,38,FEMALE,15,3.666,167,0.053,Tue,Sep,13,Introductory,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2016,3,151,MALE,4,1,150,-1.089,Tue,Sep,13,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2016,3,110,FEMALE,15,2.416,133,-0.441,Tue,Sep,13,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2016,3,113,MALE,19,3.625,126,0.131,Tue,Sep,14,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2016,3,114,MALE,16,3.307,125,0.094,Tue,Sep,14,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2016,3,65,MALE,16,3.461,123,0.52,Tue,Sep,14,Intermediate,Extended,2018,0,TRUE,FALSE,TRUE
Fall 2016,3,58,FEMALE,16,2.937,155,-0.012,Tue,Sep,14,Introductory,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2016,3,164,MALE,17,2.882,126,0.032,Tue,Sep,14,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2016,3,31,MALE,15,3.111,122,-0.037,Tue,Sep,14,Introductory,Extended,2019,0,FALSE,TRUE,FALSE
Fall 2016,3,82,MALE,16,3.3,27,0.509,Tue,Sep,14,Introductory,Freshman,2017,1,TRUE,TRUE,FALSE
Fall 2016,3,34,MALE,15,4,152,0.028,Tue,Sep,14,Advanced,Extended,2017,0,TRUE,FALSE,FALSE
Fall 2016,3,42,MALE,16,3.8,139,0.207,Tue,Sep,14,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2016,3,7,MALE,17,2.882,126,0.563,Tue,Sep,14,Intermediate,Extended,2021,0,FALSE,FALSE,TRUE
Fall 2016,3,28,MALE,13,2.461,133,0.034,Tue,Sep,14,Introductory,Extended,2019,0,FALSE,TRUE,FALSE
Fall 2016,3,84,MALE,16,3.437,123,0.446,Tue,Sep,14,Introductory,Extended,2019,0,FALSE,TRUE,FALSE
Fall 2016,3,137,MALE,10,2.333,139,-0.591,Tue,Sep,14,Intermediate,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2016,3,13,MALE,13,0,10,-0.782,Tue,Sep,14,Introductory,Freshman,2017,1,TRUE,TRUE,FALSE
Fall 2016,3,119,FEMALE,12,3,169,0.274,Tue,Sep,14,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2016,3,50,MALE,16,3.538,129,-0.038,Tue,Sep,14,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2016,3,115,FEMALE,16,3.812,126,0.677,Tue,Sep,14,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2016,3,133,MALE,14,3.142,158.19,0.036,Tue,Sep,14,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2016,3,82,MALE,17,3.647,127,0.14,Tue,Sep,15,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2016,3,66,FEMALE,16,3.625,133,0.252,Tue,Sep,15,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2016,3,57,FEMALE,15,1.818,148,-1.053,Tue,Sep,15,Intermediate,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2016,3,58,FEMALE,18,3.111,122,-0.042,Tue,Sep,15,Intermediate,Extended,2019,0,FALSE,FALSE,FALSE
Fall 2016,3,39,FEMALE,12,3.75,152,0.393,Tue,Sep,15,Intermediate,Extended,2018,0,TRUE,FALSE,TRUE
Fall 2016,3,88,MALE,17,2.812,136,0.182,Tue,Sep,15,Introductory,Extended,2019,0,FALSE,TRUE,FALSE
Fall 2016,3,20,FEMALE,17,3.117,124,-0.883,Tue,Sep,15,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Fall 2016,3,88,MALE,15,2.25,137,-0.472,Tue,Sep,16,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2016,3,34,MALE,16,3.266,146,0.399,Tue,Sep,16,Introductory,Extended,2019,0,FALSE,TRUE,FALSE
Fall 2016,3,73,MALE,16,3.25,122,0.406,Tue,Sep,16,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2016,3,55,FEMALE,12,3.333,151,-0.462,Tue,Sep,16,Intermediate,Extended,2017,0,TRUE,FALSE,FALSE
Fall 2016,3,54,MALE,16,3.812,122,0.211,Tue,Sep,16,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2016,3,53,FEMALE,16,3.25,131,-0.044,Tue,Sep,16,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2016,3,53,FEMALE,15,3.6,129,0.15,Tue,Sep,16,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2016,3,54,MALE,16,3.25,123,-0.75,Tue,Sep,16,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Fall 2016,3,71,MALE,16,3.076,123,-0.041,Tue,Sep,16,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2016,3,71,MALE,16,3.769,107,0.15,Tue,Sep,16,Introductory,Senior,2021,0,FALSE,TRUE,FALSE
Fall 2016,3,41,FEMALE,14,4,143,0.307,Tue,Sep,16,Introductory,Extended,2017,0,TRUE,TRUE,FALSE
Fall 2016,3,127,MALE,14,0,8,-1.437,Tue,Sep,16,Introductory,Freshman,2017,1,TRUE,TRUE,FALSE
Fall 2016,3,49,FEMALE,19,4,122,0,Tue,Sep,16,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Fall 2016,3,136,MALE,12,3.25,154,-0.04,Tue,Sep,17,Introductory,Extended,2017,0,TRUE,TRUE,FALSE
Fall 2016,3,10,FEMALE,14,2.666,24,0.298,Tue,Sep,17,Introductory,Freshman,2017,1,TRUE,FALSE,FALSE
Fall 2016,3,39,MALE,16,2.384,134,-0.43,Tue,Sep,17,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2016,3,14,FEMALE,15,4,76,0,Tue,Sep,17,Introductory,Junior,2017,0,TRUE,FALSE,FALSE
Fall 2016,3,152,MALE,16,2.687,138,-0.335,Tue,Sep,17,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2016,3,168,MALE,18,3.666,159,-0.07,Tue,Sep,17,Introductory,Extended,2019,0,FALSE,TRUE,FALSE
Fall 2016,3,82,FEMALE,17,3.666,131,0.125,Tue,Sep,17,Introductory,Extended,2021,0,FALSE,FALSE,FALSE
Fall 2016,3,28,MALE,16,4,134,0.5,Tue,Sep,18,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2016,3,11,FEMALE,18,1.357,40,0.309,Tue,Sep,18,Introductory,Sophomore,2017,1,FALSE,TRUE,FALSE
Fall 2016,3,70,FEMALE,17,3.294,134,0.08,Tue,Sep,18,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2016,3,15,MALE,16,3.687,123,-0.04,Tue,Sep,18,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Fall 2016,3,26,FEMALE,14,3,122,0,Tue,Sep,18,Introductory,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2016,3,105,FEMALE,14,3.285,122,-0.201,Tue,Sep,19,Advanced,Extended,2017,0,TRUE,FALSE,FALSE
Fall 2016,3,62,FEMALE,16,1.6,40,-0.536,Tue,Sep,19,Introductory,Sophomore,2018,1,TRUE,FALSE,FALSE
Fall 2016,3,88,MALE,18,4,122,0.394,Tue,Sep,19,Intermediate,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2016,3,97,FEMALE,20,3.647,174,-0.212,Tue,Sep,19,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2016,3,87,FEMALE,16,3.461,67,-0.172,Tue,Sep,19,Advanced,Junior,2017,0,TRUE,FALSE,FALSE
Fall 2016,3,38,MALE,14,4,162,0.058,Tue,Sep,19,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2016,3,35,MALE,15,2.466,30,-0.126,Tue,Sep,19,Introductory,Sophomore,2017,1,TRUE,TRUE,FALSE
Fall 2016,3,124,FEMALE,17,3,138,-0.594,Tue,Sep,19,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2016,3,137,FEMALE,12,2.222,125,-0.431,Tue,Sep,19,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
