Semester,Semester_Week,Gender,Term_Credit_Hours,Term_GPA,Total_Credit_Hours_Earned,Change_in_GPA,Day_of_Week,Month,Hour_of_Day,Course_Level,Class_Standing_BGSU,Expected_Graduation_Yr,Underclassman,Major_Indicated,MATH,STAT
Fall 2017,2,FEMALE,15,4,30,0,Wed,Aug,15,Advanced,Sophomore,2021,0,FALSE,FALSE,FALSE
Fall 2017,2,FEMALE,13,4,126,0,Wed,Aug,15,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2017,2,FEMALE,18,3.666,136,0.035,Wed,Aug,15,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2017,2,MALE,15,2.933,146,-0.082,Wed,Aug,15,Introductory,Extended,2019,0,FALSE,TRUE,FALSE
Fall 2017,2,FEMALE,16,4,127,0,Wed,Aug,15,Intermediate,Extended,2021,0,FALSE,FALSE,FALSE
Fall 2017,2,FEMALE,16,1.666,64,-0.94,Wed,Aug,15,Introductory,Junior,2020,1,FALSE,FALSE,FALSE
Fall 2017,2,FEMALE,10,3.7,97,0.26,Wed,Aug,15,Introductory,Senior,2021,0,FALSE,FALSE,FALSE
Fall 2017,2,FEMALE,19,4,123,0,Wed,Aug,15,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Fall 2017,2,MALE,11,3.076,131,0.121,Wed,Aug,16,Advanced,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2017,2,FEMALE,19,3.25,123,-0.301,Wed,Aug,16,Intermediate,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,2,MALE,19,3.25,122,0.102,Wed,Aug,16,Intermediate,Extended,2019,0,FALSE,FALSE,FALSE
Fall 2017,2,FEMALE,14,3.25,122,-0.221,Wed,Aug,16,Introductory,Extended,2019,0,FALSE,TRUE,FALSE
Fall 2017,2,FEMALE,23,2.882,143,-0.529,Wed,Aug,16,Advanced,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,2,FEMALE,13,3.25,126,-0.074,Wed,Aug,16,Intermediate,Extended,2019,0,FALSE,FALSE,FALSE
Fall 2017,2,FEMALE,4,4,144,0.227,Wed,Aug,16,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2017,2,FEMALE,12,2.75,79,-0.174,Wed,Aug,16,Introductory,Junior,2018,0,TRUE,TRUE,FALSE
Fall 2017,2,MALE,20,1.85,135,-0.316,Wed,Aug,16,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2017,2,MALE,17,3.823,146,0.276,Wed,Aug,16,Advanced,Extended,2021,0,FALSE,TRUE,FALSE
Fall 2017,2,MALE,17,2.428,137,-0.294,Wed,Aug,16,Intermediate,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2017,2,FEMALE,20,4,123,0.112,Wed,Aug,16,Introductory,Extended,2021,0,FALSE,FALSE,FALSE
Fall 2017,2,MALE,16,3.812,122,0.132,Wed,Aug,16,Intermediate,Extended,2019,0,FALSE,FALSE,FALSE
Fall 2017,2,FEMALE,15,3.4,141,0.176,Wed,Aug,16,Intermediate,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2017,2,MALE,14,2.818,144,-0.59,Wed,Aug,16,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2017,2,MALE,16,2.764,160,-0.34,Wed,Aug,16,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2017,2,FEMALE,17,3.294,131,-0.282,Wed,Aug,17,Intermediate,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2017,2,FEMALE,15,2.8,137,-0.073,Wed,Aug,17,Intermediate,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2017,2,MALE,13,1.5,78,-0.201,Wed,Aug,17,Advanced,Junior,2018,0,TRUE,TRUE,FALSE
Fall 2017,2,FEMALE,16,1.687,127,-0.375,Wed,Aug,17,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2017,2,MALE,18,3.6,122,-0.022,Wed,Aug,17,Intermediate,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,2,MALE,15,3.4,173,0.487,Wed,Aug,17,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2017,2,FEMALE,13,3.769,114,0.093,Wed,Aug,18,Introductory,Senior,2021,0,FALSE,FALSE,FALSE
Fall 2017,2,FEMALE,12,3.416,122,-0.02,Wed,Aug,18,Introductory,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,2,FEMALE,12,3.25,123,0.366,Wed,Aug,18,Introductory,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,2,FEMALE,13,2.615,25,0.135,Wed,Aug,18,Introductory,Freshman,2018,1,TRUE,FALSE,FALSE
Fall 2017,2,MALE,16,2.812,105,-0.288,Wed,Aug,18,Introductory,Senior,2021,0,FALSE,FALSE,FALSE
Fall 2017,2,FEMALE,13,4,119,0.158,Wed,Aug,18,Introductory,Senior,2021,0,FALSE,FALSE,FALSE
Fall 2017,2,MALE,19,4,137,0.546,Wed,Aug,18,Advanced,Extended,2021,0,FALSE,TRUE,FALSE
Fall 2017,2,FEMALE,13,4,115,0.389,Wed,Aug,18,Introductory,Senior,2021,0,FALSE,FALSE,FALSE
Fall 2017,2,FEMALE,16,4,107,0.038,Wed,Aug,18,Introductory,Senior,2021,0,FALSE,FALSE,FALSE
Fall 2017,2,FEMALE,17,3.588,120,-0.015,Wed,Aug,18,Introductory,Senior,2021,0,FALSE,FALSE,FALSE
Fall 2017,2,FEMALE,15,3.5,60,0.453,Wed,Aug,18,Introductory,Junior,2018,1,FALSE,FALSE,FALSE
Fall 2017,2,MALE,16,2.937,136,-0.617,Wed,Aug,18,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2017,2,FEMALE,13,4,119,0.253,Wed,Aug,18,Introductory,Senior,2021,0,FALSE,FALSE,FALSE
Fall 2017,2,FEMALE,16,2.823,136,0.071,Wed,Aug,18,Introductory,Extended,2018,0,FALSE,TRUE,FALSE
Fall 2017,2,FEMALE,16,1.687,127,-0.375,Wed,Aug,19,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2017,2,MALE,16,3.625,133,0.121,Wed,Aug,19,Introductory,Extended,2021,0,FALSE,FALSE,FALSE
Fall 2017,2,FEMALE,18,2.933,112,-0.086,Wed,Aug,19,Introductory,Senior,2021,0,FALSE,TRUE,FALSE
Fall 2017,2,FEMALE,12,2.75,79,-0.174,Wed,Aug,19,Introductory,Junior,2018,0,TRUE,TRUE,FALSE
Fall 2017,2,FEMALE,12,2.5,71,-0.445,Wed,Aug,19,Introductory,Junior,2018,1,TRUE,TRUE,FALSE
Fall 2017,2,MALE,16,4,107,0.263,Wed,Aug,20,Introductory,Senior,2021,0,FALSE,TRUE,FALSE
Fall 2017,2,MALE,20,0,15,-1.076,Wed,Aug,20,Introductory,Freshman,2018,1,TRUE,TRUE,FALSE
Fall 2017,2,MALE,16,3.8,122,0.78,Wed,Aug,20,Intermediate,Extended,2019,0,FALSE,FALSE,FALSE
Fall 2017,2,FEMALE,16,4,127,0,Wed,Aug,20,Intermediate,Extended,2021,0,FALSE,FALSE,FALSE
Fall 2017,2,MALE,12,3,134,0.164,Wed,Aug,20,Intermediate,Extended,2019,0,FALSE,FALSE,FALSE
Fall 2017,2,FEMALE,15,3,122,-0.025,Wed,Aug,21,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2017,2,FEMALE,15,3.666,124,-0.26,Wed,Aug,21,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2017,2,FEMALE,12,3.583,122,0.218,Wed,Aug,21,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2017,2,MALE,16,3.625,124,0.304,Thu,Aug,8,Introductory,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,2,FEMALE,19,3.25,122,0.554,Thu,Aug,9,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2017,2,MALE,15,3.2,86,0.429,Thu,Aug,9,Introductory,Junior,2021,0,FALSE,TRUE,FALSE
Fall 2017,2,FEMALE,14,3,97,0.18,Thu,Aug,9,Intermediate,Senior,2021,0,FALSE,FALSE,FALSE
Fall 2017,2,MALE,10,2.75,143,0.133,Thu,Aug,10,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2017,2,FEMALE,12,2.75,79,-0.174,Thu,Aug,10,Introductory,Junior,2018,0,TRUE,TRUE,FALSE
Fall 2017,2,MALE,14,2.818,144,-0.59,Thu,Aug,10,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2017,2,MALE,17,3.571,114,-0.165,Thu,Aug,10,Intermediate,Senior,2021,0,FALSE,FALSE,FALSE
Fall 2017,2,MALE,19,3.625,123,0.022,Thu,Aug,10,Intermediate,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,2,MALE,19,3.6,114,0.575,Thu,Aug,10,Advanced,Senior,2021,0,FALSE,TRUE,FALSE
Fall 2017,2,FEMALE,12,3.25,134,-0.221,Thu,Aug,11,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Fall 2017,2,FEMALE,17,3.642,122,0.082,Thu,Aug,11,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2017,2,MALE,15,1.5,28,-0.555,Thu,Aug,11,Advanced,Freshman,2018,1,TRUE,TRUE,FALSE
Fall 2017,2,MALE,15,4,107,0.63,Thu,Aug,12,Introductory,Senior,2021,0,FALSE,TRUE,FALSE
Fall 2017,2,MALE,16,3.625,124,0.304,Thu,Aug,13,Advanced,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,2,FEMALE,20,3.823,117,0.542,Thu,Aug,13,Intermediate,Senior,2018,0,TRUE,FALSE,FALSE
Fall 2017,2,FEMALE,27,3.333,167,-0.133,Thu,Aug,13,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2017,2,MALE,18,3.2,55,0.891,Thu,Aug,13,Intermediate,Sophomore,2020,1,FALSE,FALSE,FALSE
Fall 2017,2,MALE,12,3.5,141,0.899,Thu,Aug,13,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2017,2,MALE,18,3.25,120,0.474,Thu,Aug,14,Intermediate,Senior,2021,0,FALSE,FALSE,FALSE
Fall 2017,2,FEMALE,17,3.363,138,0.168,Thu,Aug,14,Advanced,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2017,2,MALE,15,3.2,30,-0.133,Thu,Aug,14,Introductory,Sophomore,2018,1,TRUE,FALSE,FALSE
Fall 2017,2,MALE,13,3.076,129,0.037,Thu,Aug,15,Introductory,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,2,MALE,18,3.2,156,0.238,Thu,Aug,15,Intermediate,Extended,2019,0,FALSE,TRUE,FALSE
Fall 2017,2,FEMALE,20,4,127,0,Thu,Aug,15,Intermediate,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,2,FEMALE,7,4,150,0.731,Thu,Aug,15,Intermediate,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,2,MALE,13,2.692,133,-0.347,Thu,Aug,15,Introductory,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,2,FEMALE,20,2.615,82,0.033,Thu,Aug,15,Introductory,Junior,2021,0,FALSE,TRUE,FALSE
Fall 2017,2,FEMALE,13,3.25,126,-0.074,Thu,Aug,16,Intermediate,Extended,2019,0,FALSE,FALSE,FALSE
Fall 2017,2,FEMALE,16,3.538,114,0.058,Thu,Aug,16,Introductory,Senior,2021,0,FALSE,FALSE,FALSE
Fall 2017,2,FEMALE,13,2.615,25,0.135,Thu,Aug,16,Introductory,Freshman,2018,1,TRUE,FALSE,FALSE
Fall 2017,2,FEMALE,14,4,125,0.16,Thu,Aug,16,Introductory,Extended,2019,0,FALSE,FALSE,FALSE
Fall 2017,2,FEMALE,12,2.555,135,-0.483,Thu,Aug,16,Introductory,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,2,MALE,17,3.571,114,-0.165,Thu,Aug,16,Introductory,Senior,2021,0,FALSE,FALSE,FALSE
Fall 2017,2,FEMALE,15,4,137,0.05,Thu,Aug,16,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Fall 2017,2,MALE,15,3.333,112,-0.049,Thu,Aug,16,Advanced,Senior,2021,0,FALSE,TRUE,FALSE
Fall 2017,2,FEMALE,13,4,115,0.389,Thu,Aug,17,Introductory,Senior,2021,0,FALSE,FALSE,FALSE
Fall 2017,2,FEMALE,16,4,107,0.038,Thu,Aug,17,Introductory,Senior,2021,0,FALSE,FALSE,FALSE
Fall 2017,2,MALE,13,3.23,104,-0.138,Thu,Aug,17,Introductory,Senior,2021,0,FALSE,TRUE,FALSE
Fall 2017,2,FEMALE,14,4,122,0.15,Thu,Aug,17,Introductory,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2017,2,MALE,14,2.818,144,-0.59,Thu,Aug,17,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2017,2,FEMALE,16,3.187,73,-0.041,Thu,Aug,17,Introductory,Junior,2021,0,FALSE,FALSE,FALSE
Fall 2017,2,FEMALE,14,4,154,0,Thu,Aug,17,Advanced,Extended,2021,0,FALSE,FALSE,FALSE
Fall 2017,2,MALE,15,2.933,146,-0.082,Thu,Aug,17,Introductory,Extended,2019,0,FALSE,TRUE,FALSE
Fall 2017,2,FEMALE,14,2.571,139,0.041,Thu,Aug,17,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2017,2,FEMALE,14,3.357,123,-0.026,Thu,Aug,17,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2017,2,MALE,16,3.461,129,0.29,Thu,Aug,17,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2017,2,FEMALE,17,3.764,129,-0.013,Thu,Aug,17,Introductory,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,2,MALE,16,4,169,0.246,Thu,Aug,17,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2017,2,MALE,18,3.2,156,0.238,Thu,Aug,17,Intermediate,Extended,2019,0,FALSE,TRUE,FALSE
Fall 2017,2,FEMALE,13,3.333,138,0.576,Thu,Aug,17,Introductory,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,2,FEMALE,16,0.812,159,-1.834,Thu,Aug,18,Advanced,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,2,MALE,15,3.2,86,0.429,Thu,Aug,18,Introductory,Junior,2021,0,FALSE,TRUE,FALSE
Fall 2017,2,FEMALE,14,3.25,122,-0.221,Thu,Aug,18,Introductory,Extended,2019,0,FALSE,TRUE,FALSE
Fall 2017,2,FEMALE,17,3.588,9,-0.078,Thu,Aug,18,Advanced,Freshman,2019,0,FALSE,FALSE,FALSE
Fall 2017,2,FEMALE,13,3.333,138,0.576,Thu,Aug,19,Introductory,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,2,MALE,16,2.75,123,-0.141,Thu,Aug,19,Intermediate,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2017,2,FEMALE,13,3.461,121,0.332,Thu,Aug,19,Introductory,Extended,2021,0,FALSE,FALSE,FALSE
Fall 2017,2,MALE,9,3.333,125,-0.011,Thu,Aug,19,Intermediate,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,2,MALE,16,2.812,126,-0.171,Thu,Aug,19,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Fall 2017,2,MALE,16,3.437,134,-0.089,Thu,Aug,20,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Fall 2017,2,FEMALE,15,3,122,-0.025,Thu,Aug,20,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2017,2,FEMALE,16,4,107,0.038,Thu,Aug,20,Introductory,Senior,2021,0,FALSE,TRUE,FALSE
Fall 2017,2,FEMALE,15,3.666,124,-0.26,Thu,Aug,20,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2017,2,FEMALE,13,4,115,0.389,Thu,Aug,20,Introductory,Senior,2021,0,FALSE,TRUE,FALSE
Fall 2017,2,MALE,19,4,137,0.546,Fri,Sep,9,Advanced,Extended,2021,0,FALSE,TRUE,FALSE
Fall 2017,2,FEMALE,13,3,163,-0.297,Fri,Sep,9,Intermediate,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,2,MALE,13,2.384,124,-0.731,Fri,Sep,10,Intermediate,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,2,FEMALE,12,3.5,122,0.248,Fri,Sep,10,Introductory,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,2,FEMALE,12,3,136,0.656,Fri,Sep,10,Advanced,Extended,2018,0,FALSE,TRUE,FALSE
Fall 2017,2,FEMALE,17,4,124,0,Fri,Sep,10,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Fall 2017,2,FEMALE,13,2.333,88,-0.353,Fri,Sep,10,Advanced,Junior,2021,0,FALSE,TRUE,FALSE
Fall 2017,2,FEMALE,22,3.5,122,-0.28,Fri,Sep,11,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Fall 2017,2,MALE,25,4,126,0.033,Fri,Sep,11,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Fall 2017,2,MALE,15,1.5,28,-0.555,Fri,Sep,11,Advanced,Freshman,2018,1,TRUE,TRUE,FALSE
Fall 2017,2,FEMALE,18,1.25,87,-1.48,Fri,Sep,12,Intermediate,Junior,2018,0,TRUE,FALSE,FALSE
Fall 2017,2,MALE,15,2.933,129,-0.4,Fri,Sep,12,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2017,2,FEMALE,14,3.785,150,0.068,Fri,Sep,12,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2017,2,MALE,16,3.5,86,0.756,Fri,Sep,12,Advanced,Junior,2021,0,FALSE,TRUE,FALSE
Fall 2017,2,FEMALE,20,3.214,46,0.214,Fri,Sep,12,Advanced,Sophomore,2018,1,FALSE,TRUE,FALSE
Fall 2017,2,MALE,12,2,134,-0.701,Fri,Sep,12,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2017,2,MALE,16,3.076,89,0.24,Fri,Sep,12,Intermediate,Junior,2018,1,FALSE,FALSE,FALSE
Fall 2017,2,MALE,15,2.666,45,0.456,Fri,Sep,12,Advanced,Sophomore,2018,1,TRUE,TRUE,FALSE
Fall 2017,2,FEMALE,17,4,124,0,Fri,Sep,13,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Fall 2017,2,FEMALE,20,3.55,171,-0.45,Fri,Sep,13,Intermediate,Extended,2021,0,FALSE,FALSE,FALSE
Fall 2017,2,MALE,19,4,137,0.546,Fri,Sep,14,Advanced,Extended,2021,0,FALSE,TRUE,FALSE
Fall 2017,2,FEMALE,17,4,112,0.569,Fri,Sep,15,Introductory,Senior,2021,0,FALSE,TRUE,FALSE
Fall 2017,2,MALE,18,1.75,109,-1.009,Fri,Sep,15,Advanced,Senior,2021,0,FALSE,TRUE,FALSE
Fall 2017,2,MALE,15,2.666,45,0.456,Fri,Sep,15,Advanced,Sophomore,2018,1,TRUE,TRUE,FALSE
Fall 2017,2,MALE,12,2,134,-0.701,Fri,Sep,15,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2017,2,FEMALE,15,2.4,107,-0.885,Fri,Sep,15,Advanced,Senior,2021,0,FALSE,TRUE,FALSE
Fall 2017,2,FEMALE,16,4,122,0,Fri,Sep,16,Intermediate,Extended,2021,0,FALSE,FALSE,FALSE
Fall 2017,2,MALE,18,3.2,122,0.509,Fri,Sep,16,Intermediate,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,2,FEMALE,11,2.909,128,-0.356,Fri,Sep,16,Intermediate,Extended,2019,0,FALSE,FALSE,FALSE
Fall 2017,3,MALE,16,3.625,124,0.304,Tue,Sep,7,Intermediate,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,3,MALE,17,3.437,128,-0.151,Tue,Sep,9,Intermediate,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,3,MALE,19,3.437,128,-0.117,Tue,Sep,10,Intermediate,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,3,MALE,21,3,119,-0.105,Tue,Sep,10,Introductory,Senior,2020,0,FALSE,TRUE,FALSE
Fall 2017,3,MALE,19,2.153,133,-0.351,Tue,Sep,10,Intermediate,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2017,3,MALE,17,3.181,124,-0.12,Tue,Sep,10,Intermediate,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2017,3,FEMALE,15,3.333,130,-0.26,Tue,Sep,10,Intermediate,Extended,2019,0,FALSE,FALSE,FALSE
Fall 2017,3,FEMALE,15,4,148,0.5,Tue,Sep,10,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2017,3,MALE,12,2.615,108,-0.062,Tue,Sep,10,Advanced,Senior,2021,0,FALSE,FALSE,FALSE
Fall 2017,3,FEMALE,23,3.117,111,0.127,Tue,Sep,11,Introductory,Senior,2021,0,FALSE,FALSE,FALSE
Fall 2017,3,MALE,17,1.272,123,-0.842,Tue,Sep,11,Intermediate,Extended,2019,0,FALSE,FALSE,FALSE
Fall 2017,3,MALE,16,3.076,89,0.24,Tue,Sep,11,Intermediate,Junior,2018,1,FALSE,FALSE,FALSE
Fall 2017,3,MALE,17,3.142,131,-0.108,Tue,Sep,11,Intermediate,Extended,2019,0,FALSE,FALSE,FALSE
Fall 2017,3,MALE,25,4,126,0.033,Tue,Sep,11,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Fall 2017,3,FEMALE,14,2.928,141,-0.24,Tue,Sep,11,Intermediate,Extended,2019,0,FALSE,FALSE,FALSE
Fall 2017,3,FEMALE,12,3,136,0.656,Tue,Sep,11,Advanced,Extended,2018,0,FALSE,TRUE,FALSE
Fall 2017,3,FEMALE,16,2.615,127,-0.498,Tue,Sep,11,Intermediate,Extended,2019,0,FALSE,FALSE,FALSE
Fall 2017,3,FEMALE,11,3.5,133,0.528,Tue,Sep,12,Intermediate,Extended,2019,0,FALSE,FALSE,FALSE
Fall 2017,3,MALE,13,2.692,133,-0.347,Tue,Sep,12,Introductory,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,3,MALE,15,3.2,146,0.798,Tue,Sep,12,Intermediate,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2017,3,FEMALE,19,3.25,133,0.371,Tue,Sep,12,Intermediate,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2017,3,FEMALE,16,3.625,126,-0.375,Tue,Sep,12,Intermediate,Extended,2021,0,FALSE,FALSE,FALSE
Fall 2017,3,MALE,17,3,127,-0.097,Tue,Sep,12,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2017,3,FEMALE,15,3,155,0.051,Tue,Sep,12,Advanced,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,3,MALE,16,3.625,124,0.304,Tue,Sep,12,Intermediate,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,3,FEMALE,9,3.333,125,0.583,Tue,Sep,13,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2017,3,MALE,15,1.777,24,0.162,Tue,Sep,13,Introductory,Freshman,2018,1,FALSE,TRUE,FALSE
Fall 2017,3,MALE,18,1.75,109,-1.009,Tue,Sep,13,Intermediate,Senior,2021,0,FALSE,FALSE,FALSE
Fall 2017,3,MALE,15,3.111,110,0.606,Tue,Sep,13,Introductory,Senior,2021,0,FALSE,TRUE,FALSE
Fall 2017,3,FEMALE,16,4,123,0.134,Tue,Sep,13,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2017,3,MALE,13,2.692,133,-0.347,Tue,Sep,13,Advanced,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,3,MALE,13,1.923,134,-0.733,Tue,Sep,13,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2017,3,FEMALE,16,1.437,77,-1.356,Tue,Sep,13,Advanced,Junior,2018,0,TRUE,FALSE,FALSE
Fall 2017,3,MALE,15,1.5,28,-0.555,Tue,Sep,13,Advanced,Freshman,2018,1,TRUE,TRUE,FALSE
Fall 2017,3,MALE,15,3.4,109,0.146,Tue,Sep,13,Advanced,Senior,2018,0,TRUE,FALSE,FALSE
Fall 2017,3,MALE,23,3.647,126,-0.013,Tue,Sep,14,Intermediate,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,3,FEMALE,17,4,127,0.056,Tue,Sep,14,Intermediate,Extended,2019,0,FALSE,FALSE,FALSE
Fall 2017,3,FEMALE,16,1.692,126,-1.11,Tue,Sep,14,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2017,3,MALE,19,3.062,132,-0.138,Tue,Sep,14,Intermediate,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2017,3,MALE,16,3.437,136,0.251,Tue,Sep,14,Intermediate,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2017,3,FEMALE,16,3.769,125,-0.231,Tue,Sep,14,Intermediate,Extended,2021,0,FALSE,FALSE,FALSE
Fall 2017,3,MALE,23,3.47,124,-0.093,Tue,Sep,14,Intermediate,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,3,FEMALE,16,2.687,95,-0.499,Tue,Sep,14,Advanced,Senior,2021,0,FALSE,TRUE,FALSE
Fall 2017,3,MALE,18,3.555,129,-0.006,Tue,Sep,14,Intermediate,Extended,2019,0,FALSE,TRUE,FALSE
Fall 2017,3,MALE,13,2.384,126,-0.573,Tue,Sep,14,Intermediate,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,3,MALE,17,4,145,0.03,Tue,Sep,14,Intermediate,Extended,2019,0,FALSE,TRUE,FALSE
Fall 2017,3,MALE,13,2.538,136,-0.182,Tue,Sep,14,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2017,3,FEMALE,16,2.875,125,0.222,Tue,Sep,14,Intermediate,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,3,FEMALE,18,3.2,131,-0.466,Tue,Sep,14,Introductory,Extended,2021,0,FALSE,FALSE,FALSE
Fall 2017,3,MALE,18,3.8,134,0.3,Tue,Sep,14,Intermediate,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,3,MALE,13,2.846,122,-0.163,Tue,Sep,14,Intermediate,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,3,FEMALE,21,3.125,166,-0.501,Tue,Sep,14,Intermediate,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,3,FEMALE,21,2.333,49,0.467,Tue,Sep,14,Introductory,Sophomore,2019,1,FALSE,FALSE,FALSE
Fall 2017,3,FEMALE,17,3.764,133,-0.086,Tue,Sep,14,Advanced,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,3,FEMALE,15,2.4,125,-0.206,Tue,Sep,14,Introductory,Extended,2021,0,FALSE,FALSE,FALSE
Fall 2017,3,MALE,12,2.75,122,-0.25,Tue,Sep,15,Introductory,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2017,3,FEMALE,19,3.307,122,0.154,Tue,Sep,15,Intermediate,Extended,2019,0,FALSE,FALSE,FALSE
Fall 2017,3,MALE,17,3.437,128,-0.151,Tue,Sep,15,Intermediate,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,3,MALE,13,2.538,153,-0.166,Tue,Sep,15,Intermediate,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2017,3,MALE,15,4,107,0.63,Tue,Sep,15,Introductory,Senior,2021,0,FALSE,TRUE,FALSE
Fall 2017,3,FEMALE,16,3.625,105,-0.092,Tue,Sep,15,Introductory,Senior,2021,0,FALSE,FALSE,FALSE
